Category,Course Type,District,Region,Local Course,AP/IB/PLTW/DCE/OLL,Standard,Course Level,College Relationship(s),Fullfills Grad Req
D - Computer Science/Programming,10152 - Computer Programming,LESTER PRAIRIE PUBLIC SCHOOL DIST. 0424-01,06E,701A Computer Applications II,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,LESTER PRAIRIE PUBLIC SCHOOL DIST. 0424-01,06E,701B Computer Applications II,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,MACCRAY SCHOOL DISTRICT 2180-01,06W,40201 Intro to Programming,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,MADELIA PUBLIC SCHOOL DISTRICT 0837-01,9,1025 Computer Program A Online,OLL,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,MESABI EAST SCHOOL DISTRICT 2711-01,3,3751 SC Programming II,N/A,LOCAL,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,1161816M Computer Programming,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,11864910 Java Programming I,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,11864916 Java Program II,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,NORTHFIELD PUBLIC SCHOOL DISTRICT 0659-01,10,4007512 AP COMPUTER PROGRAMMING,N/A,COMBINATION,ADVANCED,,Yes
D - Computer Science/Programming,10152 - Computer Programming,NORTHFIELD PUBLIC SCHOOL DISTRICT 0659-01,10,4007513 COMPUTER PROGRAMMING I,N/A,COMBINATION,GENERAL,,Yes
D - Computer Science/Programming,10152 - Computer Programming,North St. Paul-Maplewood Oakdale 0622-01,11,11857 Computer Programming 1,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,North St. Paul-Maplewood Oakdale 0622-01,11,11858 Computer Programming 2,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,North St. Paul-Maplewood Oakdale 0622-01,11,11859 AP Computer Science A,N/A,NONE_ADDRESSED,ADVANCED,,No
D - Computer Science/Programming,10152 - Computer Programming,North St. Paul-Maplewood Oakdale 0622-01,11,11860 AP Computer Science B,N/A,NONE_ADDRESSED,ADVANCED,,No
D - Computer Science/Programming,10152 - Computer Programming,North St. Paul-Maplewood Oakdale 0622-01,11,11861 AP Computer Science C,N/A,NONE_ADDRESSED,ADVANCED,,No
D - Computer Science/Programming,10152 - Computer Programming,ORONO PUBLIC SCHOOL DISTRICT 0278-01,11,1303014011 INTRO TO PROGRAMING,N/A,COMBINATION,GENERAL,,Yes
D - Computer Science/Programming,10152 - Computer Programming,OSAKIS PUBLIC SCHOOL DISTRICT 0213-01,4,020INComp Intro to Computers,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,OSAKIS PUBLIC SCHOOL DISTRICT 0213-01,4,020ISITC IS Intro to Computers,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,OWATONNA PUBLIC SCHOOL DISTRICT 0761-01,10,3501 Computer Science 1-Design Prog,N/A,NATIONAL,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,OWATONNA PUBLIC SCHOOL DISTRICT 0761-01,10,COD7 Coding 7,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,OWATONNA PUBLIC SCHOOL DISTRICT 0761-01,10,Code Coding,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,PERHAM-DENT PUBLIC SCHOOL DISTRICT 0549-01,4,000619 Intro to Computer Science,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,PILLAGER PUBLIC SCHOOL DISTRICT 0116-01,5,114 COMPUTER PROGRAMMING I,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,PILLAGER PUBLIC SCHOOL DISTRICT 0116-01,5,212 COMPUTER PROGRAMMING II,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,PRINCETON PUBLIC SCHOOL DISTRICT 0477-01,07E,20000350 Comp Prog I,N/A,NATIONAL,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,PRIOR LAKE-SAVAGE AREA SCHOOLS 0719-01,11,B0234 Computer Programming A-Plato,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,PRIOR LAKE-SAVAGE AREA SCHOOLS 0719-01,11,B0234H Computer Program A - Hybrid,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,PROCTOR PUBLIC SCHOOL DISTRICT 0704-01,3,3802 PHS TECH INTERNSHIP III,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,Pine Island Public School District 0255-01,10,020914 Computer Programming,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,ROBBINSDALE PUBLIC SCHOOL DISTRICT 0281-01,11,9746 Computer Science A,N/A,LOCAL,ADVANCED,,No
D - Computer Science/Programming,10152 - Computer Programming,ROSEAU PUBLIC SCHOOL DISTRICT 0682-01,1,400CODEA CODING A,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,ROSEAU PUBLIC SCHOOL DISTRICT 0682-01,1,400CODEB CODING B,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,0202 Intro to Computer Programming,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,0617 COMPUTER PROGRAMMING I,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,0617IS IS COMPUTERS I,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,0651 ADVANCED COMPUTER SCIENCE A,N/A,LOCAL,ADVANCED,,No
D - Computer Science/Programming,10152 - Computer Programming,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,0652 ADVANCED COMPUTER SCIENCE B,N/A,LOCAL,ADVANCED,,No
D - Computer Science/Programming,10152 - Computer Programming,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,0653 ADVANCED COMPUTER SCIENCE C,N/A,LOCAL,ADVANCED,,No
D - Computer Science/Programming,10152 - Computer Programming,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,3654 AP® Computer Science,N/A,STATE,ADVANCED,,No
D - Computer Science/Programming,10152 - Computer Programming,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,3655 AP® Computer Science,N/A,STATE,ADVANCED,,No
D - Computer Science/Programming,10152 - Computer Programming,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,3656 AP® Computer Science,N/A,STATE,ADVANCED,,No
D - Computer Science/Programming,10152 - Computer Programming,ROTHSAY PUBLIC SCHOOL DISTRICT 0850-01,4,059 TEALS,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,RUNESTONE AREA ED. DISTRICT 6014-61,4,0754 Game:It,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,Red Wing Public School District 0256-01,10,0404 COMPUTER SCIENCE/PROGRAM,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,Red Wing Public School District 0256-01,10,0406 COMPUTER PROGRAMMING,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,SPRING LAKE PARK PUBLIC SCHOOLS 0016-01,11,1098 Intro to Coding,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,ST. CLOUD PUBLIC SCHOOL DISTRICT 0742-01,07W,059591650 Coding 1,N/A,COMBINATION,GENERAL,,Yes
D - Computer Science/Programming,10152 - Computer Programming,ST. CLOUD PUBLIC SCHOOL DISTRICT 0742-01,07W,059591655 Coding 2,N/A,COMBINATION,GENERAL,,Yes
D - Computer Science/Programming,10152 - Computer Programming,ST. CLOUD PUBLIC SCHOOL DISTRICT 0742-01,07W,059591660 Coding 3,N/A,COMBINATION,ADVANCED,,Yes
D - Computer Science/Programming,10152 - Computer Programming,ST. CROIX PREPARATORY ACADEMY 4120-07,11,3906 Computer Science,N/A,LOCAL,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,ST. LOUIS PARK PUBLIC SCHOOL DIST. 0283-01,11,SH0640 Intro to Programming,N/A,NATIONAL,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,M406211 Intro to Computer Programing,N/A,NONE_ADDRESSED,GENERAL,,Yes
D - Computer Science/Programming,10152 - Computer Programming,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,T405301 Intro to Comp Programming,N/A,NONE_ADDRESSED,ARTICULATED,"SAINT PAUL COLLEGE, COMMUNITY/TECHNICAL",Yes
D - Computer Science/Programming,10152 - Computer Programming,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,T405302 Intro to Comp Programming,N/A,NONE_ADDRESSED,ARTICULATED,"SAINT PAUL COLLEGE, COMMUNITY/TECHNICAL",Yes
D - Computer Science/Programming,10152 - Computer Programming,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,T405303 Intro to Comp Programming,N/A,NONE_ADDRESSED,ARTICULATED,"SAINT PAUL COLLEGE, COMMUNITY/TECHNICAL",Yes
D - Computer Science/Programming,10152 - Computer Programming,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,T405304 Intro to Comp Programming,N/A,NONE_ADDRESSED,ARTICULATED,"SAINT PAUL COLLEGE, COMMUNITY/TECHNICAL",Yes
D - Computer Science/Programming,10152 - Computer Programming,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,T405307 Intro to Comp Programming,N/A,NONE_ADDRESSED,ARTICULATED,"SAINT PAUL COLLEGE, COMMUNITY/TECHNICAL",Yes
D - Computer Science/Programming,10152 - Computer Programming,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,"T405311 Computer Programming, Advanced",N/A,NONE_ADDRESSED,GENERAL,,Yes
D - Computer Science/Programming,10152 - Computer Programming,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,"T405313 Computer Programming, Advanced",N/A,NONE_ADDRESSED,GENERAL,,Yes
D - Computer Science/Programming,10152 - Computer Programming,THIEF RIVER FALLS SCHOOL DISTRICT 0564-01,1,262 Digi Tools,N/A,LOCAL,GENERAL,,Yes
D - Computer Science/Programming,10152 - Computer Programming,THIEF RIVER FALLS SCHOOL DISTRICT 0564-01,1,268A Video Game Design-Construct 2,N/A,LOCAL,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,THIEF RIVER FALLS SCHOOL DISTRICT 0564-01,1,269 Video Game Design-Unity & Blender,N/A,LOCAL,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,TRIO WOLF CREEK DISTANCE LEARNING 4095-07,07E,426 Coding,N/A,STATE,GENERAL,,Yes
D - Computer Science/Programming,10152 - Computer Programming,VIRGINIA PUBLIC SCHOOL DISTRICT 0706-01,3,2308 INTRO TO COMPUTER PROGRAMMING,N/A,LOCAL,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,WACONIA PUBLIC SCHOOL DISTRICT 0110-01,11,663 Computer Programing,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,WARROAD PUBLIC SCHOOL DISTRICT 0690-01,1,CompProg/Elec Comp Programming & Electronics,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,WAYZATA PUBLIC SCHOOL DISTRICT 0284-01,11,050719 CS COMPUTER PROGRAMMING PRNCPL(S),N/A,NATIONAL,ARTICULATED,HENNEPIN TECHNICAL COLLEGE,No
D - Computer Science/Programming,10152 - Computer Programming,WESTONKA PUBLIC SCHOOL DISTRICT 0277-01,11,3100259 COMPUTER SCI I,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,WHITE BEAR LAKE SCHOOL DISTRICT 0624-01,11,0552402 CitHS Programming Fundamentals,DCE,NATIONAL,DUAL,CENTURY COLLEGE,No
D - Computer Science/Programming,10152 - Computer Programming,WHITE BEAR LAKE SCHOOL DISTRICT 0624-01,11,0952402 CitHS Programming Fundamentls,DCE,NATIONAL,DUAL,CENTURY COLLEGE,No
D - Computer Science/Programming,10152 - Computer Programming,WINDOM PUBLIC SCHOOL DISTRICT 0177-01,8,400119 COMP PROGRAM,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,WINDOM PUBLIC SCHOOL DISTRICT 0177-01,8,400169 ROBOTICS,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,WINONA AREA PUBLIC SCHOOL DISTRICT 0861-01,10,6552 Intro To Programming 1,N/A,NONE_ADDRESSED,GENERAL,,Yes
D - Computer Science/Programming,10152 - Computer Programming,WINONA AREA PUBLIC SCHOOL DISTRICT 0861-01,10,6592 Intro to Game Programming,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,Watertown-Mayer Public School Dist 0111-01,11,000934 Intro to computer programming,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10152 - Computer Programming,Watertown-Mayer Public School Dist 0111-01,11,000935 Advanced Computer Programming,N/A,COMBINATION,GENERAL,,Yes
D - Computer Science/Programming,10153 - Visual Basic Programming,BROOKLYN CENTER SCHOOL DISTRICT 0286-01,11,IS0158 Programming VB Net,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10153 - Visual Basic Programming,BURNSVILLE PUBLIC SCHOOL DISTRICT 0191-01,11,2500 INTRODUCTION TO PROGRAMMING,N/A,COMBINATION,GENERAL,,Yes
D - Computer Science/Programming,10153 - Visual Basic Programming,BURNSVILLE PUBLIC SCHOOL DISTRICT 0191-01,11,2510 ADVANCED PROGRAMMING,N/A,COMBINATION,GENERAL,,Yes
D - Computer Science/Programming,10153 - Visual Basic Programming,FOREST LAKE PUBLIC SCHOOL DISTRICT 0831-01,11,5435 Visual Basic,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10153 - Visual Basic Programming,LAKEVIEW SCHOOL DISTRICT 2167-01,8,10153 PSEO VisualBasi,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10153 - Visual Basic Programming,PERHAM-DENT PUBLIC SCHOOL DISTRICT 0549-01,4,000715 Programming & Robotics,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10153 - Visual Basic Programming,RENVILLE COUNTY WEST SCHOOL DIST. 2890-01,06E,108 Coding - Acellus,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10154 - C++ Programming,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 0011-01,11,78458 FundmtlComputerSci,N/A,NATIONAL,ARTICULATED,ANOKA-RAMSEY CC-CAMBRIDGE/COONRAPID,No
D - Computer Science/Programming,10154 - C++ Programming,BROOKLYN CENTER SCHOOL DISTRICT 0286-01,11,IS0019 C++ Programing,OLL,STATE,GENERAL,,No
D - Computer Science/Programming,10154 - C++ Programming,FOREST LAKE PUBLIC SCHOOL DISTRICT 0831-01,11,5436 Intro To C++,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10154 - C++ Programming,MANKATO PUBLIC SCHOOL DISTRICT 0077-01,9,FAA-101B Studio Arts I,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10155 - Java Programming,BROOKLYN CENTER SCHOOL DISTRICT 0286-01,11,IS0159 Programming Java,OLL,STATE,GENERAL,,No
D - Computer Science/Programming,10155 - Java Programming,Intermediate School District 287 0287-06,11,22211 Java QA,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10155 - Java Programming,Intermediate School District 287 0287-06,11,22212 Java QB,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10155 - Java Programming,Intermediate School District 287 0287-06,11,22223 Java QC,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10155 - Java Programming,MARSHALL PUBLIC SCHOOL DISTRICT 0413-01,8,513 Intro to Comp. Science: Java,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10155 - Java Programming,MARSHALL PUBLIC SCHOOL DISTRICT 0413-01,8,518 I.S. Advanced Computer Science,N/A,COMBINATION,ADVANCED,,No
D - Computer Science/Programming,10155 - Java Programming,MESABI EAST SCHOOL DISTRICT 2711-01,3,3750 SC Programming I,N/A,LOCAL,GENERAL,,No
D - Computer Science/Programming,10155 - Java Programming,OSAKIS PUBLIC SCHOOL DISTRICT 0213-01,4,020COD Coding I: Intro to JavaScript,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10155 - Java Programming,OSAKIS PUBLIC SCHOOL DISTRICT 0213-01,4,020CODII Coding II:JavaScript,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10155 - Java Programming,PERHAM-DENT PUBLIC SCHOOL DISTRICT 0549-01,4,000620 Advanced Computer Science I,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10155 - Java Programming,SPRING LAKE PARK PUBLIC SCHOOLS 0016-01,11,1250 Computer Science-21st CenturyA,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10155 - Java Programming,ST. PETER PUBLIC SCHOOL DISTRICT 0508-01,9,ITSY420B1 Javascript Rocks!,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10155 - Java Programming,Southwest Metro Intermediate 288 0288-06,11,007110 JAVA SCRIPT,N/A,STATE,GENERAL,,Yes
D - Computer Science/Programming,10156 - Computer Programming—Other Language,CAMPBELL-TINTAH PUBLIC SCHOOL DIST. 0852-01,4,9717 Career Exploration Programming,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10156 - Computer Programming—Other Language,CLOQUET PUBLIC SCHOOL DISTRICT 0094-01,3,2008 Intro to VR/Cybersecurity,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10156 - Computer Programming—Other Language,LAURA JEFFREY ACADEMY CHARTER 4164-07,11,093 Hex4 Coding,N/A,STATE,GENERAL,,No
D - Computer Science/Programming,10156 - Computer Programming—Other Language,MEDFORD PUBLIC SCHOOL DISTRICT 0763-01,10,7511 GAME PROGRAMM I,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10156 - Computer Programming—Other Language,MOORHEAD PUBLIC SCHOOL DISTRICT 0152-01,4,BUS28 Coding/Computer Programming,N/A,COMBINATION,GENERAL,,No
D - Computer Science/Programming,10156 - Computer Programming—Other Language,North St. Paul-Maplewood Oakdale 0622-01,11,11208 Video Game Design,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10156 - Computer Programming—Other Language,WILLMAR PUBLIC SCHOOL DISTRICT 0347-01,06E,2040 Mobile App Design,N/A,NONE_ADDRESSED,GENERAL,,No
D - Computer Science/Programming,10157 - AP Computer Science A,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 0011-01,11,70378 AP:CompSciA,AP,STATE,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 0011-01,11,70379 AP:CompSciB,AP,STATE,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 0011-01,11,70380 AP:CompSci,AP,STATE,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 0011-01,11,80380 AP:CompSci,AP,NATIONAL,GENERAL,,No
D - Computer Science/Programming,10157 - AP Computer Science A,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 0011-01,11,90380 AP:CompSci,AP,STATE,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,BURNSVILLE PUBLIC SCHOOL DISTRICT 0191-01,11,2551 AP COMPUTER PROGRAMMING A,AP,LOCAL,ADVANCED,,Yes
D - Computer Science/Programming,10157 - AP Computer Science A,BURNSVILLE PUBLIC SCHOOL DISTRICT 0191-01,11,2562 AP COMPUTER PROGRAMMING B,AP,LOCAL,ADVANCED,,Yes
D - Computer Science/Programming,10157 - AP Computer Science A,CANNON FALLS PUBLIC SCHOOL DISTRICT 0252-01,10,1605 AP Computer Science A,AP,NONE_ADDRESSED,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,CENTENNIAL PUBLIC SCHOOL DISTRICT 0012-01,11,5329 AP Comp Science Prog Hybrid,AP,LOCAL,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT 0272-01,11,10157E12 AP Computer Sci Principles A,AP,NONE_ADDRESSED,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT 0272-01,11,10157E22 AP Computer Sci Principles B,AP,NONE_ADDRESSED,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,EDINA PUBLIC SCHOOL DISTRICT 0273-01,11,MA4X84S1 AP Computer Science JAVA,AP,NONE_ADDRESSED,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,EDINA PUBLIC SCHOOL DISTRICT 0273-01,11,MA4X84S2 AP Computer Science JAVA,AP,NONE_ADDRESSED,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,EDINA PUBLIC SCHOOL DISTRICT 0273-01,11,MA4X85S1 AP Computer Science Principles,AP,NONE_ADDRESSED,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,EDINA PUBLIC SCHOOL DISTRICT 0273-01,11,MA4X85S2 AP Computer Science Principles,AP,NONE_ADDRESSED,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,FAIRMONT AREA SCHOOL DISTRICT 2752-01,9,060CSC121 AP COMPUTER SCIENCE PRINCIPLES,AP,LOCAL,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,FAIRMONT AREA SCHOOL DISTRICT 2752-01,9,060CSC221 AP COMPUTER SCIENCE PRINCIPLES,AP,LOCAL,GENERAL,,No
D - Computer Science/Programming,10157 - AP Computer Science A,LAKEVILLE PUBLIC SCHOOL DISTRICT 0194-01,11,166553 A.P. Computer Science A - S1,AP,COMBINATION,ADVANCED,,Yes
D - Computer Science/Programming,10157 - AP Computer Science A,LAKEVILLE PUBLIC SCHOOL DISTRICT 0194-01,11,166554 A.P. Computer Science A - S2,AP,COMBINATION,ADVANCED,,Yes
D - Computer Science/Programming,10157 - AP Computer Science A,MAHTOMEDI PUBLIC SCHOOL DISTRICT 0832-01,11,0534 AP Computer Science A,AP,STATE,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,MARSHALL PUBLIC SCHOOL DISTRICT 0413-01,8,512 CIS Computer Science,AP /DCE,COMBINATION,DUAL,SOUTHWEST MINNESOTA STATE UNIVERSITY,No
D - Computer Science/Programming,10157 - AP Computer Science A,MINNETONKA PUBLIC SCHOOL DISTRICT 0276-01,11,074AP412 AP COMPUTER SCIENCE S1,AP,COMBINATION,ADVANCED,,Yes
D - Computer Science/Programming,10157 - AP Computer Science A,MINNETONKA PUBLIC SCHOOL DISTRICT 0276-01,11,074AP414 AP COMPUTER SCIENCE S2,AP,COMBINATION,ADVANCED,,Yes
D - Computer Science/Programming,10157 - AP Computer Science A,MOUNDS VIEW PUBLIC SCHOOL DISTRICT 0621-01,11,3420S AP Computer Science A,AP,NATIONAL,ADVANCED,,Yes
D - Computer Science/Programming,10157 - AP Computer Science A,MOUNDS VIEW PUBLIC SCHOOL DISTRICT 0621-01,11,3421S AP Computer Science A,AP,NATIONAL,ADVANCED,,Yes
D - Computer Science/Programming,10157 - AP Computer Science A,ROBBINSDALE PUBLIC SCHOOL DISTRICT 0281-01,11,9847 AP Computer Science A,AP,NATIONAL,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,ROCHESTER PUBLIC SCHOOL DISTRICT 0535-01,10,30514ACOS AP COMPUTER SCIENCE A,AP,NATIONAL,ADVANCED,,Yes
D - Computer Science/Programming,10157 - AP Computer Science A,ROCHESTER PUBLIC SCHOOL DISTRICT 0535-01,10,30524ACOS AP COMPUTER SCIENCE A,AP,NATIONAL,ADVANCED,,Yes
D - Computer Science/Programming,10157 - AP Computer Science A,ROCHESTER PUBLIC SCHOOL DISTRICT 0535-01,10,31514ACOS AP COMPUTER SCIENCE A,AP,NATIONAL,ADVANCED,,Yes
D - Computer Science/Programming,10157 - AP Computer Science A,ROCHESTER PUBLIC SCHOOL DISTRICT 0535-01,10,31524ACOS AP COMPUTER SCIENCE A,AP,NATIONAL,ADVANCED,,Yes
D - Computer Science/Programming,10157 - AP Computer Science A,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,0622 AP Comp Sci Principles A,AP,NATIONAL,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,0623 AP Comp Sci Principles B,AP,NATIONAL,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,0624 AP Comp Sci Principles C,AP,NATIONAL,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,0646 AP COMPUTER SCIENCE A,AP,NATIONAL,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,0647 AP COMPUTER SCIENCE B,AP,NATIONAL,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,0648 AP COMPUTER SCIENCE C,AP,NATIONAL,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,1565 AP Computer Science A-A,AP,STATE,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,1566 AP Computer Science A-B,AP,STATE,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,1567 AP Computer Science A-C,AP,STATE,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,1568 AP Computer Science A-D,AP,STATE,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,SARTELL-ST. STEPHEN SCHOOL DISTRICT 0748-01,07W,020503A AP COMPUTER SCIENCE A,AP,NATIONAL,ADVANCED,,No
D - Computer Science/Programming,10157 - AP Computer Science A,SARTELL-ST. STEPHEN SCHOOL DISTRICT 0748-01,07W,020503B AP COMPUTER SCIENCE B,AP,NATIONAL,ADVANCED,,No
